ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0032527,protein exit from endoplasmic reticulum,23/3993,41/19395,6.227330909260441e-7,2.608227980145726e-5,1.9081583535945837e-5,22213/56228/75744/110379/227648/20338/66397/231070/66753/99237/192193/64209/20660/89867/68366/70297/11993/116891/76577/12520/74126/269523/50907,23,146,2.417468892076141
BP,GO:0045785,positive regulation of cell adhesion,124/3993,402/19395,6.377409419766363e-7,2.652915551147708e-5,1.940851416685073e-5,14961/20315/15040/14960/16149/223601/14991/16825/16362/18606/22329/12389/50701/20304/19401/21813/16846/12504/22370/68813/22042/18081/56348/20971/50918/67896/101540/19159/14998/23871/22339/16408/64075/20194/16403/26921/235320/14252/16952/94214/14114/16202/55985/22724/13138/22288/170780/20163/20909/11687/16852/18073/19261/12491/12512/15519/407800/15117/16000/15510/11774/20908/234839/14268/12721/12261/11776/16179/216805/18950/19229/26903/328365/14538/14726/16453/11350/83436/78317/11596/30963/11600/56048/68750/11854/18750/13846/54167/12015/19353/16412/268780/16410/16002/12772/12520/16423/16008/22324/83554/13848/12928/21817/15894/29875/17221/17909/12317/11502/12479/22034/16194/104831/18806/11920/13430/16480/12394/20227/16184/14115/11789/19697/11629,124,147,3.6950417228136048
BP,GO:2000377,regulation of reactive oxygen species metabolic process,69/3993,193/19395,7.097137783602261e-7,2.9318591703626257e-5,2.1449242972915887e-5,12575/51793/14381/12955/13982/14991/13857/13649/15439/11843/12389/108155/21813/16846/193034/58994/18591/20128/11606/18105/17392/26420/56717/27007/319801/20656/19766/19261/12491/68943/19223/15519/16000/15510/93759/19229/56208/11596/276770/26416/268782/213696/13078/170752/19353/11652/14784/236900/56458/18024/56484/14679/22436/12633/16423/98496/15277/57320/15894/22333/20848/14528/13627/16549/12176/13430/11651/20655/11629,69,148.5,4.374484096566258
BP,GO:0043039,tRNA aminoacylation,24/3993,44/19395,7.143859630155866e-7,2.9318591703626257e-5,2.1449242972915887e-5,216443/107508/229487/23874/71807/102436/226414/105148/381314/15115/110960/224805/67789/97541/70223/70120/234734/76563/22375/226539/384281/66590/107045/353172,24,148.5,2.3324447490696723
BP,GO:0072522,purine-containing compound biosynthetic process,80/3993,234/19395,7.936238091674528e-7,3.2353397287059824e-5,2.3669482027801226e-5,11674/14433/27273/18103/104112/60525/21991/18126/67054/108155/11717/11949/70456/14081/14635/18746/230103/14751/56248/66902/56428/27402/18648/18641/319801/12398/72106/19017/18597/19139/235339/108156/18640/66592/16000/20185/18655/216805/18950/228026/271639/56421/11947/11545/100705/71679/28080/12859/66826/13382/79059/16548/11564/19164/17319/236900/66445/108099/110119/72141/18439/98496/108079/15277/18604/14555/68837/17425/68087/106564/11946/269523/20848/66043/12499/269614/70025/328099/11957/16969,80,150,4.041119295602436
BP,GO:0016051,carbohydrate biosynthetic process,68/3993,190/19395,8.143395974116775e-7,3.297805720643979e-5,2.4126478138721713e-5,14433/14381/110208/18563/11517/53412/21991/74185/108155/20869/16846/14873/217166/384783/15118/19045/58994/18591/74343/11364/14751/59046/56717/58810/14783/20443/20411/15117/18534/21416/16000/93759/18655/77590/27357/19229/228966/18682/24070/328572/26878/19062/67800/26938/11677/11652/14534/59031/16002/56458/234356/58250/72297/23908/18604/14555/68837/17425/18033/13194/15116/20322/58246/76854/67300/11651/217664/67078,68,151,1.0396337448127073
BP,GO:0071407,cellular response to organic cyclic compound,120/3993,388/19395,8.268311225806616e-7,3.309658502660786e-5,2.4213192126880997e-5,52076/77889/13982/110147/353310/66725/230073/13649/67890/98660/12369/12753/12389/18023/18126/20304/11865/13684/18481/193034/93692/18673/15502/83383/238803/18591/217124/107746/19218/16952/17125/11826/19885/17260/224903/170472/74006/231070/94186/22601/72508/18578/18534/71586/16000/11461/67040/235283/15387/93759/381022/20185/223864/11622/26413/22196/17129/100502841/20602/328572/22337/20393/66878/17979/11545/14056/19062/52857/66663/56736/208908/56506/13078/73158/51810/11652/270627/93760/224902/77128/78781/192169/19883/17257/18439/216869/15182/18148/20583/66521/18670/14555/57320/13207/77006/101700/19060/74132/12317/228607/18033/20848/211948/432442/20846/16601/12034/22431/12371/14683/18626/20586/433294/13430/76854/16480/12567/11651/19385/16969,120,152.5,1.3850867221288874
BP,GO:0031668,cellular response to extracellular stimulus,74/3993,212/19395,8.280911707393301e-7,3.309658502660786e-5,2.4213192126880997e-5,12575/26362/52639/27273/13665/110147/66725/56295/12579/22329/71999/216443/193034/12846/22042/14466/58809/140742/668303/22414/16500/16403/56717/208643/16828/15388/223255/18534/21416/22282/101867/16956/217695/20787/26419/93759/67579/68441/26413/56208/22278/74302/171543/22337/18693/56506/27053/270627/14828/56458/18024/16784/26408/54636/78926/18439/20583/108079/235344/18604/17168/170822/107045/27368/74370/18432/75669/54170/16476/93739/14645/74374/14102/225326,74,152.5,2.1913862993647375
BP,GO:0043484,regulation of RNA splicing,53/3993,137/19395,8.655059195664452e-7,3.4122945804377996e-5,2.4964069315076214e-5,11758/110213/19655/20384/20637/230753/12747/60532/20658/57317/12750/110809/28000/101214/19205/56758/12696/76938/15388/231386/231769/98758/83486/67040/18708/15481/15387/12261/59013/20383/20382/66704/59092/225027/20462/67996/51810/11652/68675/66587/53379/14007/107817/67039/18148/13548/108014/13207/20218/433702/192170/16969/60365,53,155.5,-3.3930253991420845
BP,GO:0045333,cellular respiration,57/3993,151/19395,8.744011847930263e-7,3.4122945804377996e-5,2.4964069315076214e-5,15925/66945/66841/269951/17448/56428/78920/56451/227731/227197/20656/12398/19017/18597/68943/235339/71701/18706/226646/14194/72900/216805/84682/17449/20916/11429/21379/225887/12859/66826/13382/67914/11564/66445/66494/17257/18021/12857/170718/17993/14555/15929/57320/17995/66072/380601/13063/269523/70383/22272/66043/18432/56857/12176/12974/67834/12867,57,155.5,3.2373824552082695
BP,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,55/3993,144/19395,8.757099353357451e-7,3.4122945804377996e-5,2.4964069315076214e-5,20620/217410/66725/12389/71999/231672/108155/15258/330863/75744/14466/12328/23806/26420/75234/19165/15216/12398/231600/24086/67025/59025/68098/100494/218215/27373/17846/26419/30945/22225/20588/79263/19229/64209/223870/108089/56736/20610/19358/270627/19164/70797/53323/66498/19359/75788/224727/252870/57320/77006/269523/100503670/219158/74374/11651,55,155.5,4.483059902227108
BP,GO:0071417,cellular response to organonitrogen compound,135/3993,448/19395,8.760919854926157e-7,3.4122945804377996e-5,2.4964069315076214e-5,52076/27273/12826/110147/66725/16362/13649/22329/231207/21853/12369/12389/108155/12825/18595/216443/16846/193034/56041/20402/20430/66508/384783/16332/58994/140742/12334/18746/12833/217124/210789/107508/14600/19387/11606/107746/17392/56717/56876/22724/11826/17260/170472/22608/19090/68421/14783/74741/19247/12491/50915/20411/14654/229709/72508/18578/18534/16956/16000/11461/18708/20787/15387/93759/208922/67579/22352/23921/107607/20383/223864/20588/12566/11622/19262/68441/22318/26413/22278/20660/20393/11545/11596/74143/14056/19062/83431/56506/18750/73158/11652/270627/14784/19164/16002/56458/56484/107351/14130/211007/17257/19141/15182/98496/11991/329877/235344/18604/14555/12928/13435/15894/107045/56436/257632/18033/17274/20848/432442/20846/74370/22431/54170/14683/13430/76854/16480/12567/98415/11651/20852/11789/19303/13436/19697,135,155.5,4.398537684044753
BP,GO:0046486,glycerolipid metabolic process,101/3993,315/19395,9.921521591364824e-7,3.8398800336199936e-5,2.8092249675749837e-5,11758/219135/56077/13982/18606/12389/12651/227333/329777/99712/11816/16332/210376/234729/171504/14081/12334/18591/67469/20338/16835/68393/84095/11727/55979/66853/76192/67512/97212/13480/11687/21835/231070/116939/19247/233549/12491/327942/18534/18706/66592/21416/101490/16956/16592/107650/74451/212862/18708/14731/104015/20787/93759/74182/103199/225049/56442/14775/20660/74302/170749/72084/66659/19062/67800/105501/66826/77582/264064/76483/13350/19210/17257/67292/320951/67452/16890/18718/104158/16329/18805/14555/13481/228812/84652/108083/213056/11812/22038/71795/66082/66586/224020/18806/27399/53357/23827/77626/67078/67181/225326,101,158,2.00320770053751
BP,GO:0048524,positive regulation of viral process,37/3993,84/19395,1.0110555578997599e-6,3.8884306519226615e-5,2.844744204617001e-5,16149/56491/18563/26424/16650/12504/11816/83383/20128/16647/20817/68776/16852/268373/16543/15481/18458/67738/328572/20815/73158/19358/19349/20587/110532/18453/13830/30960/20853/18983/13194/211948/16476/20586/67655/94091/98415,37,159,0.5078333750770082
BP,GO:0009124,nucleoside monophosphate biosynthetic process,59/3993,159/19395,1.099465411287956e-6,4.1901713534858475e-5,3.065495245051402e-5,11674/14433/21991/67054/108155/11717/11949/14635/18746/14751/56248/56428/18648/18641/319801/80914/12398/72106/19017/19139/18640/66592/16000/20185/18655/216805/54391/56421/331487/11947/11545/71679/28080/12859/66826/16548/22247/11564/19164/17319/66445/108099/110119/72141/18439/98496/108079/110074/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,59,162.5,3.498438873287417
BP,GO:0035966,response to topologically incorrect protein,51/3993,131/19395,1.1058241486414153e-6,4.1901713534858475e-5,3.065495245051402e-5,110213/15507/56491/68292/18858/226641/26554/67878/69601/15519/67118/15510/18708/15481/104771/12018/192193/64209/328572/26754/28146/18415/68366/50527/320011/66967/50762/116891/14828/18024/17872/76577/77128/110616/74126/12913/70604/224727/26427/76299/64136/20316/12317/50497/326622/269523/27368/217734/100037258/67812/12915,51,162.5,6.790997501017324
BP,GO:0036503,ERAD pathway,40/3993,94/19395,1.1161501763852567e-6,4.1901713534858475e-5,3.065495245051402e-5,22213/68292/56228/12389/75744/20338/67163/76892/59025/66753/218544/104771/192193/64209/216157/68366/320011/67089/66967/71472/11993/50762/116891/14828/76577/110616/74126/140630/70604/223455/52377/224727/64136/20316/269523/217069/217734/67812/67604/63958,40,162.5,5.295135648730969
BP,GO:0051170,import into nucleus,57/3993,152/19395,1.1210132551352617e-6,4.1901713534858475e-5,3.065495245051402e-5,12575/17472/15183/66725/18969/16650/71983/233726/11865/16846/75751/108989/445007/16647/11606/230908/56338/69482/12491/19384/234549/110750/320938/16543/16649/18708/15481/16905/76582/26413/16646/77938/13663/227720/21849/213990/11600/26416/227699/19164/74504/17381/19069/16648/19052/16211/13207/18767/19058/228607/20848/12034/269113/16480/11651/66233/71844,57,162.5,2.8803291992923823
BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,53/3993,138/19395,1.1262129220332088e-6,4.1901713534858475e-5,3.065495245051402e-5,11674/14433/18103/21991/108155/11949/14635/18746/14751/56248/56428/18648/18641/319801/12398/72106/19017/18640/66592/16000/20185/18655/216805/18950/56421/11947/11545/71679/28080/12859/66826/79059/16548/19164/17319/66445/108099/110119/72141/18439/98496/108079/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,53,162.5,3.1844693546056515
BP,GO:0010675,regulation of cellular carbohydrate metabolic process,55/3993,145/19395,1.1306267756748403e-6,4.1901713534858475e-5,3.065495245051402e-5,16009/27273/15483/11517/18023/16010/108155/20869/16846/217166/384783/19045/11364/59046/56428/56717/18648/319801/19885/80915/12398/14783/19017/20411/18640/21416/16000/93759/15289/228026/19229/228966/230709/328572/19062/100705/67800/12015/16548/11652/14534/16002/236900/56458/19883/18604/68837/17425/13194/20848/58246/76854/59090/11651/67078,55,162.5,1.2585040068785402
BP,GO:0043393,regulation of protein binding,80/3993,236/19395,1.1664779294468618e-6,4.2969955051611805e-5,3.1436469246348526e-5,110213/13665/16948/16976/20620/66725/72832/12389/15258/22370/11816/13667/18591/15525/228788/70834/58231/15400/11490/97112/11518/52163/17260/19165/15216/67025/68188/15901/12491/69601/19384/15184/21416/11461/27373/209354/26419/15387/13589/12018/11603/13728/26903/100732/328572/20660/67839/107975/11350/20568/17295/109624/74585/79264/11600/23988/68010/66993/270627/19164/117149/67459/23893/18763/17257/66849/216869/110074/13848/170822/12928/57320/19052/14225/22038/54723/11651/17305/100017/109689,80,166,1.5526379082463302
BP,GO:0006754,ATP biosynthetic process,50/3993,128/19395,1.2484108146265507e-6,4.5440667449055706e-5,3.324402231931605e-5,11674/14433/21991/108155/11949/14635/18746/14751/56248/56428/18648/18641/319801/12398/72106/19017/18640/66592/16000/20185/18655/216805/56421/11947/11545/71679/28080/12859/66826/16548/19164/17319/66445/108099/110119/72141/18439/98496/108079/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,50,167.5,3.279380316479869
BP,GO:0042177,negative regulation of protein catabolic process,50/3993,128/19395,1.2484108146265507e-6,4.5440667449055706e-5,3.324402231931605e-5,21858/13121/22213/13649/110595/56228/18126/108155/15258/75744/18673/12328/381629/17248/242669/19165/15216/24086/65114/67025/59025/66753/69601/114128/13636/20720/20588/79263/26903/55988/223870/23988/71472/116891/270627/19164/52892/224727/252870/57320/21857/77006/54375/100503670/219158/93739/74374/57438/19697/269473,50,167.5,2.607090922258577
BP,GO:0030518,intracellular steroid hormone receptor signaling pathway,42/3993,101/19395,1.2739910494216922e-6,4.609736844505117e-5,3.3724459421004004e-5,77889/13982/67890/12753/11865/18673/15502/238803/224903/94186/22601/16000/67040/93759/381022/20185/22196/20602/328572/17979/11545/66663/56736/270627/93760/224902/192169/216869/66521/57320/13207/77006/101700/19060/74132/12317/16601/12034/18626/20586/76854/16969,42,169,0.05832118435198043
BP,GO:0002478,antigen processing and presentation of exogenous peptide antigen,16/3993,24/19395,1.3510625602933133e-6,4.8598515036433e-5,3.555427790245561e-5,14961/14969/15040/14960/14972/16149/21355/14991/14999/14998/54445/21354/14129/14130/15000/22034,16,170,-4.905778905196061
BP,GO:0046394,carboxylic acid biosynthetic process,111/3993,356/19395,1.3683523603832096e-6,4.893260048972706e-5,3.57986920998993e-5,11674/14433/14104/16149/27273/14979/104112/60525/20250/54486/21991/226856/13244/108155/14661/14873/217166/96979/15118/58994/54325/14635/18746/18591/14751/19299/107476/26922/17769/67092/11606/66902/70316/26420/56428/14431/170439/18648/16952/18641/107272/26433/11668/58810/319801/106529/11687/12398/231070/72106/19017/16828/19223/108156/18640/15117/16956/16592/16000/11689/20787/93759/20185/18655/100678/83603/56421/30963/100705/107869/13614/268782/27053/71147/16548/19164/59031/17319/108099/110119/68041/103149/72141/211666/18439/67452/108079/15277/14555/57320/68837/12036/17425/109900/66194/104086/18033/107766/20848/14528/12499/15116/104923/212898/70025/11370/14645/67300/22276/12035/16969,111,171,6.822557973172328
BP,GO:0032239,regulation of nucleobase-containing compound transport,12/3993,15/19395,1.3872392980558913e-6,4.931958318378939e-5,3.608180548798983e-5,11539/108989/20926/74213/235626/19766/432508/331401/54194/73473/107829/20218,12,172,-1.0392304845413263
BP,GO:0016126,sterol biosynthetic process,26/3993,51/19395,1.3985582129783485e-6,4.943399672826249e-5,3.6165509505549876e-5,16987/18194/14381/13121/68603/15490/192156/13595/11816/109754/66234/110196/13360/231070/14164/20787/98386/235293/20775/72017/73166/208715/108079/104158/74754/20655,26,173.5,3.0983866769659336
BP,GO:0043401,steroid hormone mediated signaling pathway,44/3993,108/19395,1.4066255814746808e-6,4.943399672826249e-5,3.6165509505549876e-5,77889/13982/67890/12753/11865/18673/15502/238803/224903/94186/22601/16000/67040/93759/381022/20185/22196/20602/328572/20393/17979/11545/66663/56736/270627/93760/224902/77128/192169/216869/66521/57320/13207/77006/101700/19060/74132/12317/16601/12034/18626/20586/76854/16969,44,173.5,0.5087100770497993
BP,GO:0000302,response to reactive oxygen species,70/3993,200/19395,1.4481981343599555e-6,5.060418052349216e-5,3.7021606442284584e-5,11758/26362/18391/12955/66725/13857/13649/15439/18595/108954/93692/214254/58994/140742/26420/16952/11826/20656/19766/18477/19261/12491/68943/223255/16649/26419/93759/11757/54683/26413/19229/14775/11350/17295/11545/56426/14056/213990/59041/13078/11677/18750/16410/56458/18024/56484/12633/26408/11792/15182/22228/11991/18604/12928/19156/57320/76251/15234/11502/22658/14528/18806/16476/12176/11671/11651/11852/20852/19697/20655,70,175,3.5021461023784215
BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,53/3993,139/19395,1.4589631896110222e-6,5.069068127540568e-5,3.7084889688079217e-5,11674/14433/18103/21991/108155/11949/14635/18746/14751/56248/56428/18648/18641/319801/12398/72106/19017/18640/66592/16000/20185/18655/216805/18950/56421/11947/11545/71679/28080/12859/66826/79059/16548/19164/17319/66445/108099/110119/72141/18439/98496/108079/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,53,176,3.1844693546056515
